1,0.332321,0.251133,0.960365,2.0,2.39E-4 #  Cycling -> Cycling in London
1,0.384585,0.221154,0.962938,13.0,0.001847 #  Stalin -> Joseph Stalin
-1,0.005035,0.036347,0.961665,1.0,1.86E-4 #  speakers -> Loudspeaker
-1,3.63E-4,0.009092,0.96577,11.0,0.001082 #  late -> Deceased
-1,0.009281,0.055032,0.975308,8.0,0.002921 #  Villages -> Village
1,1.0,0.233155,0.958355,1.0,1.5E-4 #  Oskar Kokoschka -> Oskar Kokoschka
-1,0.003998,0.031212,0.961444,6.0,8.98E-4 #  World War -> World War
-1,0.0,0.003781,0.961457,2.0,1.97E-4 #  D. -> D.
1,0.075862,0.340107,0.980479,1.0,1.04E-4 #  citrus fruits -> Citrus fruit
-1,0.183707,0.00608,0.959248,1.0,1.65E-4 #  timber -> Timber
1,0.439263,0.229808,0.9631,7.0,0.001259 #  Alberta -> Franco-Albertan
-1,0.016897,0.03259,0.984152,1.0,8.5E-5 #  latitudes -> Latitude
-1,0.012195,0.0,0.240511,1.0,2.32E-4 #  Vincent -> Vincent Motorcycles
1,5.63871,0.162306,0.0,1.0,1.78E-4 #  Polish language -> Polish language
-1,1.82E-4,2.9E-4,0.958449,4.0,6.11E-4 #  There -> There (internet service)
-1,0.187054,0.383088,0.958672,1.0,1.26E-4 #  television -> CBS
1,0.377934,0.02022,0.97498,1.0,6.9E-5 #  Assyrians -> Assyrian people
-1,0.487776,0.135862,0.96041,4.0,8.14E-4 #  km -> Kilometre
1,0.861072,0.217697,0.964416,2.0,2.48E-4 #  World War II -> Second World War
-1,0.003488,0.02008,0.964461,1.0,1.74E-4 #  Day -> Day
-1,0.056764,0.003254,0.958343,1.0,1.78E-4 #  revolution -> Revolution
-1,2.83E-4,1.86E-4,0.12275,1.0,8.5E-5 #  again -> Cardinal electors in Papal conclave, 1963
1,0.478068,0.034327,0.958942,1.0,1.12E-4 #  head of state -> Head of state
1,0.156953,0.314787,0.960977,7.0,7.35E-4 #  Latin American -> Latin America
1,0.867925,0.028233,0.958828,1.0,1.74E-4 #  Kingdom of Naples -> Kingdom of Naples
-1,0.0,0.0,0.969703,1.0,1.51E-4 #  eliminated -> Elimination reaction
1,0.292477,0.204119,0.960836,2.0,5.63E-4 #  Western Europe -> Western Europe
1,0.083977,0.133337,0.988509,3.0,4.13E-4 #  Isabella -> Isabella of Castile
-1,6.6E-5,0.169573,0.977624,1.0,1.35E-4 #  formed -> Petroleum
-1,0.020321,0.023827,0.969827,1.0,1.62E-4 #  cars -> Car
-1,0.003849,0.014954,0.959127,2.0,3.6E-4 #  rates -> Rates (tax)
-1,0.001443,0.346772,0.959216,3.0,2.08E-4 #  capture -> Korean War
-1,0.016765,0.006194,0.960026,1.0,1.78E-4 #  poets -> Poets
1,1.127451,0.440433,0.960065,1.0,1.26E-4 #  social conservatism -> Social conservatism
-1,5.12E-4,0.005767,0.966517,9.0,0.003286 #  small -> Small
-1,0.010576,0.053361,0.973855,2.0,2.84E-4 #  variety -> Variety show
-1,0.014558,0.013984,0.959043,1.0,1.65E-4 #  Majesty -> Majesty
-1,0.437435,0.072808,0.960281,1.0,1.53E-4 #  the Guardian -> The Guardian
1,0.906977,0.208284,0.0,1.0,9.5E-5 #  Dolph Lundgren -> Dolph Lundgren
1,0.606061,0.056422,0.990636,1.0,1.12E-4 #  Rusyn -> Rusyns
1,0.183791,0.058291,0.992218,6.0,5.99E-4 #  World Cup -> FIFA World Cup
-1,0.002216,0.027627,0.961266,1.0,9.8E-5 #  listed -> Listed building
-1,0.017338,0.098341,0.980936,1.0,8.5E-5 #  Reynolds -> Joshua Reynolds
1,0.8,0.027631,0.967254,1.0,2.04E-4 #  Town of Hempstead -> Town of Hempstead
-1,0.0,0.009426,0.958742,1.0,1.8E-4 #  payments -> Payment
1,0.340293,0.062104,0.961665,1.0,1.0E-4 #  Spanish -> Spanish language
1,0.917117,0.354414,0.9588,2.0,2.84E-4 #  Ukrainians -> Ukraine
1,0.426009,0.235708,0.963566,1.0,1.11E-4 #  parliamentary democracy -> Parliamentary democracy
-1,0.009674,0.164988,0.987948,2.0,3.6E-4 #  southeast -> Southeastern United States
-1,0.230739,0.240477,0.960846,1.0,1.86E-4 #  morality -> Ethics
1,0.594595,0.458015,0.0,2.0,4.14E-4 #  Australian Defence Force -> Australian Defence Force
1,0.455446,0.189322,0.97558,3.0,3.77E-4 #  Pennsylvanian -> Pennsylvania
1,0.698113,0.212538,0.978285,1.0,1.54E-4 #  Great Schism -> Western Schism
-1,0.003488,0.02008,0.961242,1.0,1.74E-4 #  day -> Day
-1,0.002844,5.94E-4,0.961745,4.0,2.78E-4 #  The War -> The War (documentary)
1,0.615385,0.268974,0.958384,1.0,1.44E-4 #  Dominion of India -> Dominion of India
1,0.671614,0.239752,0.964082,1.0,1.83E-4 #  Netherlands -> Dutch East Indies
-1,0.050577,0.09217,0.959045,2.0,4.07E-4 #  education -> Education
1,0.719788,0.04527,0.958887,1.0,6.9E-5 #  Iran -> Iran
-1,0.035971,0.002174,0.960495,1.0,1.04E-4 #  trunk -> Trunk
-1,0.002678,0.002116,0.958582,1.0,1.26E-4 #  content -> Content
-1,0.001568,0.053191,0.964686,3.0,4.05E-4 #  The City -> City of London
-1,0.006053,0.274681,0.95511,11.0,0.001098 #  Cup -> Irish Cup
1,0.450633,0.421757,0.959674,1.0,9.8E-5 #  southwestern United States -> Southwestern United States
-1,0.033237,0.097307,0.966311,1.0,3.65E-4 #  taxes -> Taxes
1,0.0,0.164266,0.0,1.0,6.9E-5 #  Constantinopole -> Constantinopole
-1,0.003231,0.00603,0.962684,1.0,2.82E-4 #  seven -> 7 (number)
1,0.278146,0.376446,0.960235,1.0,1.05E-4 #  distance learning -> Distance education
1,0.576568,0.038585,0.958739,1.0,1.44E-4 #  Israel -> Israel
-1,8.08E-4,0.006309,0.963274,14.0,0.001989 #  one -> 1 (number)
-1,0.060832,0.025832,0.973353,2.0,3.31E-4 #  grasslands -> Grasslands
-1,6.34E-4,0.00207,0.958687,3.0,4.58E-4 #  temporary -> Temporary
1,0.791209,0.042184,0.958684,1.0,1.74E-4 #  Tintoretto -> Tintoretto
-1,0.025881,0.002658,0.958633,2.0,3.57E-4 #  nature -> Nature
-1,0.004009,0.015241,0.958707,2.0,2.74E-4 #  produced -> Record producer
1,0.418182,0.057069,0.967069,2.0,3.3E-4 #  Highlands and Islands -> Highlands and Islands (Scottish Parliament region)
-1,0.007862,0.003757,0.961074,3.0,4.54E-4 #  life -> Life
-1,0.001726,0.029885,0.979682,2.0,1.97E-4 #  as of -> As of 2005
-1,0.010375,0.0,0.958594,2.0,3.57E-4 #  Prime -> Prime (liturgy)
1,0.432099,0.285321,0.0,1.0,1.86E-4 #  filial piety -> Filial piety
-1,0.035083,0.008284,0.960397,1.0,1.83E-4 #  stamp -> Postage stamp
-1,1.01E-4,0.219888,0.977736,3.0,4.26E-4 #  part -> Northern Ireland
1,0.499026,0.25558,0.963701,65.0,0.005505 #  Ireland -> Roman Catholicism in Ireland
-1,0.054721,0.081785,0.958629,2.0,3.23E-4 #  German speaking -> German language
1,0.042614,0.007304,0.970318,1.0,1.54E-4 #  vipers -> Viper
1,0.385662,0.022219,0.961258,5.0,6.75E-4 #  Los Angeles -> Los Angeles, California
1,0.910448,0.313321,0.958629,1.0,1.54E-4 #  European Economic Community -> European Union
-1,0.012445,0.002501,0.968588,1.0,1.53E-4 #  foundation -> Foundation (architecture)
1,0.916667,0.266219,0.0,1.0,1.35E-4 #  Giovanni da Verrazzano -> Giovanni da Verrazzano
-1,0.0,0.023482,0.996935,2.0,1.69E-4 #  headed -> Head
-1,0.759117,0.065792,0.965634,1.0,9.8E-5 #  American Revolution -> American Revolution
-1,0.002525,0.005084,0.962157,1.0,9.5E-5 #  critical -> Critical
-1,0.0,0.049364,0.951374,1.0,9.8E-5 #  headed -> Head
1,0.143113,0.207122,0.0,1.0,1.37E-4 #  public law -> Public law
1,0.994822,0.15423,0.960695,6.0,9.22E-4 #  World War I -> World War I
-1,0.015604,0.0,0.958491,4.0,0.00146 #  pattern -> Pattern
-1,0.00444,0.0,0.973459,2.0,2.74E-4 #  title -> Championship (professional wrestling)
1,5.166667,0.171322,0.0,1.0,1.11E-4 #  Prime Minister of Prussia -> Prime Minister of Prussia
1,0.0,0.16519,0.992799,1.0,1.37E-4 #  regional languages -> Languages of France
-1,0.003622,0.071444,0.963848,10.0,0.001501 #  century -> Century
-1,0.282975,0.033298,0.958537,2.0,2.48E-4 #  Cannes -> Cannes
-1,0.370229,0.063362,0.958717,1.0,1.05E-4 #  espionage -> Espionage
-1,0.0,0.0,0.95855,1.0,2.07E-4 #  interrupted -> Interrupt
1,0.526316,0.203048,0.984286,1.0,1.5E-4 #  Bundesrat -> Federal Council of Austria
1,0.472505,0.096863,0.992174,1.0,0.002342 #  Electoral College -> United States Electoral College
1,0.589744,0.331141,0.958587,1.0,1.83E-4 #  Akihito -> Akihito
1,0.809894,0.249453,0.963647,2.0,3.03E-4 #  Poland -> Poland national football team
1,0.6875,0.051102,0.965934,1.0,2.04E-4 #  Evacuation Day -> Evacuation Day (Massachusetts)
1,0.214418,0.251935,0.964324,1.0,1.65E-4 #  Court of Appeal -> New Zealand Court of Appeal
-1,0.028123,0.017767,0.959987,1.0,1.78E-4 #  organisms -> Organism
-1,0.015386,0.003427,0.951744,1.0,1.35E-4 #  classification -> Classification
-1,0.029126,0.0,0.968373,1.0,9.8E-5 #  Cowell -> Cowell, South Australia
1,0.304,0.160602,0.959105,1.0,1.37E-4 #  Bluebeard -> Bluebeard
1,0.986887,0.166931,0.961025,1.0,1.83E-4 #  Pacific Ocean -> Pacific Ocean
