-1,0.238095,0.003849,0.958436,1.0,1.5E-4 #  lower chamber -> Lower chamber
-1,0.057282,0.010451,0.974126,1.0,1.65E-4 #  landscape -> Landscape art
1,0.654104,0.037077,0.958749,1.0,1.54E-4 #  Plato -> Plato
1,0.267906,0.039446,0.970739,2.0,4.07E-4 #  Boston -> Boston, Massachusetts
-1,0.010302,0.0,0.958607,2.0,2.7E-4 #  hop -> Hop (plant)
1,1.058824,5.95E-4,0.0,1.0,1.78E-4 #  Vidkun Quisling -> Vidkun Quisling
-1,0.00732,0.032332,0.966402,2.0,3.31E-4 #  development -> Development
-1,0.004356,0.0,0.962473,1.0,1.26E-4 #  The Palace -> The Palace
-1,0.869969,0.073634,0.958562,1.0,1.44E-4 #  English Channel -> English Channel
1,0.092822,0.00581,0.969331,2.0,2.39E-4 #  royal court -> Royal court
1,0.590482,0.088858,0.958693,5.0,8.92E-4 #  The Hague -> The Hague
1,0.589677,0.151949,0.98674,2.0,3.07E-4 #  Yugoslavia -> Socialist Federal Republic of Yugoslavia
-1,0.00327,0.007316,0.95802,1.0,1.5E-4 #  transformed -> Shapeshifting
-1,0.01648,0.0,0.958406,1.0,1.65E-4 #  exposure -> Exposure (photography)
1,0.650955,0.044061,0.959378,1.0,1.0E-4 #  Greenland -> Greenland
1,0.001348,0.025715,0.977625,2.0,3.05E-4 #  relatives -> Relative
-1,0.287413,0.480388,0.992806,1.0,2.31E-4 #  executive branch -> Executive (government)
1,0.0,0.32283,0.958453,1.0,1.8E-4 #  Whistler, British Columbia -> Whistler, British Columbia
-1,9.89E-4,0.016392,0.957824,3.0,2.84E-4 #  armed -> Weapon
1,0.0,0.383613,0.982183,1.0,9.8E-5 #  U.S. Fish and Wildlife Service -> United States Fish and Wildlife Service
-1,0.07362,0.005249,0.0,1.0,1.04E-4 #  Christian worship -> Christian worship
-1,0.005113,0.001093,0.958205,1.0,1.78E-4 #  traits -> Trait (biological)
1,0.333333,0.11503,0.958528,1.0,1.42E-4 #  Kushka -> Kushka
-1,0.21252,0.012273,0.960928,1.0,1.14E-4 #  Punk -> Punk rock
-1,0.002689,0.010714,0.958593,1.0,6.9E-5 #  try -> Try
-1,0.040316,0.0,0.962878,1.0,2.04E-4 #  revolutionaries -> Revolutionary
1,0.6875,0.392649,0.958898,1.0,2.04E-4 #  Upper East Side -> Upper East Side
1,0.742056,0.281229,0.958529,1.0,2.32E-4 #  Papua New Guinea -> Papua New Guinea
-1,0.04539,0.0,0.95801,3.0,6.11E-4 #  metro area -> Metro area
-1,0.002165,0.001311,0.958659,1.0,2.82E-4 #  position -> Position
-1,3.76E-4,0.048115,0.537084,6.0,9.22E-4 #  Great -> Great War
1,0.625929,0.29521,0.960152,2.0,3.0E-4 #  United States -> United States Senate
-1,0.0,0.109113,0.959966,2.0,2.84E-4 #  the right -> Right-wing politics
1,0.113293,0.236315,0.995892,3.0,2.95E-4 #  Allies -> Allies
-1,0.008503,0.015581,0.958389,1.0,1.78E-4 #  ancient -> Ancient
-1,0.093578,0.120995,0.959213,1.0,9.8E-5 #  Augustine -> Augustine of Hippo
1,0.0,0.18144,0.0,1.0,6.9E-5 #  Administration for Western Armenia -> Administration for Western Armenia
1,0.538462,0.31118,0.961169,3.0,2.08E-4 #  Bulgarians -> Bulgaria
1,0.885246,0.067566,0.0,2.0,2.88E-4 #  Atlantic Charter -> Atlantic Charter
-1,0.655247,0.199777,0.958874,1.0,1.44E-4 #  Lebanon -> Lebanon
-1,0.001158,0.00197,0.960522,12.0,0.001343 #  higher -> Higher education
1,0.324484,0.376803,0.95944,1.0,1.35E-4 #  Hollywood -> Hollywood, Los Angeles, California
1,0.540323,0.31147,0.958371,1.0,1.35E-4 #  Archie Bunker -> Archie Bunker
1,0.555556,0.022834,0.958436,1.0,1.42E-4 #  Karelian ASSR -> Karelian ASSR
-1,0.009508,0.391602,0.961534,2.0,2.24E-4 #  Russo -> Russia
-1,0.648734,0.379411,0.958751,1.0,1.8E-4 #  minority government -> Minority government
1,0.144921,0.011461,0.0,1.0,1.24E-4 #  Higher education -> Higher education
-1,0.094527,0.035857,0.963123,1.0,1.74E-4 #  Pavarotti -> Luciano Pavarotti
-1,0.001856,0.0,0.958262,2.0,2.1E-4 #  specialized -> Specialized
1,0.038003,0.029195,0.994922,1.0,8.5E-5 #  judges -> Judge
-1,9.8E-5,0.24234,0.96907,33.0,0.005068 #  on -> Broadway theatre
-1,0.016187,8.32E-4,0.958549,1.0,1.5E-4 #  Chamber -> Chamber (comics)
-1,0.00254,0.015595,0.960298,4.0,4.45E-4 #  worldwide -> Worldwide
1,0.242421,0.073749,0.958814,3.0,5.5E-4 #  baseball -> Baseball
1,0.581081,0.251021,0.971252,1.0,1.04E-4 #  Gujarati -> Gujarati Language
