1,0.413043,0.001065,288.780148 # Chamorro -> Chamorro language
1,0.693878,0.042889,288.780148 # secede -> Secession
1,0.990291,0.349591,288.780148 # assembly line -> Assembly line
1,0.949339,0.017709,288.780148 # Summer Olympic Games -> Summer Olympic Games
1,0.941617,0.000289,288.780148 # temperate -> Temperate
1,0.996353,0.031015,288.780148 # ice hockey -> Ice hockey
1,0.977273,0.334281,288.780148 # nonsectarian -> Nonsectarian
1,0.456929,0.412935,288.780148 # St. Augustine -> St. Augustine, Florida
1,0.500000,0.301362,288.780148 # military presence in Iraq -> Post-invasion Iraq, 2003–2006
1,0.993711,0.387194,288.780148 # materiel -> Materiel
1,0.947333,0.183054,288.780148 # Colorado -> Colorado
1,0.989071,0.083085,288.780148 # Republic of China -> Republic of China
1,0.968431,0.041357,288.780148 # Japan -> Japan
1,0.965517,0.146388,288.780148 # evangelicalism -> Evangelicalism
1,0.952356,0.234628,288.780148 # Norway -> Norway
1,0.000054,0.505617,288.780148 # Mexico -> Mexican-American War
1,0.995606,0.051344,288.780148 # Thomas Jefferson -> Thomas Jefferson
1,0.651515,0.437395,288.780148 # enemy combatants -> Enemy combatant
1,0.333333,0.289473,288.780148 # replacement rate -> Total fertility rate
1,0.000034,0.327203,288.780148 # Spain -> Adams-Onís Treaty
1,0.052632,0.254721,288.780148 # La Florida -> History of Florida
1,0.366906,0.449330,288.780148 # general elections -> General election
1,0.289474,0.314958,288.780148 # potato chips -> Potato chip
1,0.000117,0.246342,288.780148 # New Zealand -> New Zealand-United States relations
1,0.995200,0.040463,288.780148 # house music -> House music
1,0.986667,0.335484,288.780148 # federal republic -> Federal republic
1,0.115741,0.030517,288.780148 # mass transit -> Public transport
1,0.942009,0.191475,288.780148 # Sweden -> Sweden
1,0.186207,0.421757,288.780148 # American Southwest -> Southwestern United States
1,0.349747,0.105441,288.780148 # Atlanta -> Atlanta, Georgia
1,0.996497,0.028132,288.780148 # John Cage -> John Cage
1,0.956204,0.415565,288.780148 # superpower -> Superpower
1,0.999291,0.298548,288.780148 # American Civil War -> American Civil War
1,0.975275,0.074041,288.780148 # Canada -> Canada
