#contexts: 6
true,0.833333,12.995162,30.438114#Fullers->Fullers
false,0.166667,30.130842,30.438114#Fullers->Fuller
#contexts: 83
false,0.022222,2.243620,2.705479#sperm whale->Sperm Whale
true,0.977778,0.854308,2.705479#sperm whale->Sperm whale
#contexts: 3
true,0.666667,2.623190,5.623260#newspaper syndicate->Newspaper syndicate
false,0.333333,3.947803,5.623260#newspaper syndicate->Print syndication
#contexts: 3
false,0.333333,53.521807,53.931800#medical herbs->List of plants used as medicine
true,0.333333,19.030208,53.931800#medical herbs->Medical herbs
false,0.333333,53.931800,53.931800#medical herbs->Medical herb
#contexts: 2
false,0.500000,1.351660,1.921920#Muhammad II al-Mahdi->Mohammed II of Umayyad
true,0.500000,0.590920,1.921920#Muhammad II al-Mahdi->Muhammad II al-Mahdi
#contexts: 2
true,0.500000,1.172887,5.194398#Matthew 26:36-44->http://php.ug.cs.usyd.edu.au/~jnot4610/bibref.php?book=%20Matthew&verse=26:36-44&src=!
false,0.500000,4.145368,5.194398#Matthew 26:36-44->http://php.ug.cs.usyd.edu.au/~jnot4610/bibref.php?book=%20Matthew&verse=26:36-44&src=KJV
#contexts: 15
true,0.533333,0.815687,2.467926#World Lacrosse Championships->World Lacrosse Championships
false,0.466667,1.073827,2.467926#World Lacrosse Championships->World Lacrosse Championship
#contexts: 26
false,0.111111,28.352720,28.352720#Route 58->Route 58 (Connecticut)
false,0.037037,26.572156,28.352720#Route 58->Vermont Route 58
false,0.037037,26.629869,28.352720#Route 58->Missouri Route 58
false,0.037037,28.352720,28.352720#Route 58->London Buses route 58
false,0.037037,28.352720,28.352720#Route 58->Route 58 (Missouri)
false,0.037037,28.029549,28.352720#Route 58->Massachusetts Route 58
false,0.148148,27.066516,28.352720#Route 58->California State Route 58
false,0.074074,28.156006,28.352720#Route 58->Route 58 (Japan)
false,0.074074,28.352720,28.352720#Route 58->Connecticut Route 58
true,0.259259,11.730292,28.352720#Route 58->Route 58 (Massachusetts)
false,0.037037,28.352720,28.352720#Route 58->County Route 58 (Suffolk County, New York)
false,0.037037,28.182270,28.352720#Route 58->MTA Maryland former bus routes
false,0.074074,28.352720,28.352720#Route 58->Hawaii Route 58
#contexts: 5
false,0.600000,25.922398,26.092751#James Fitzgerald->James Fitzgerald
true,0.400000,10.293365,26.092751#James Fitzgerald->James Fitzgerald (Tower Earl of Desmond)
#contexts: 13
true,0.142857,4.511628,12.719474#Route 56->Legislative Route 56 (California pre-1964)
false,0.071429,12.342361,12.719474#Route 56->New York State Route 56
false,0.214286,12.550639,12.719474#Route 56->Route 56 (Massachusetts)
false,0.142857,12.719474,12.719474#Route 56->Massachusetts Route 56
false,0.071429,12.070437,12.719474#Route 56->New Jersey Route 56
false,0.357143,12.719474,12.719474#Route 56->Hawaii Route 56
#contexts: 2300
false,0.001193,9.781565,9.781565#1820->United States House election, 1820
false,0.000398,8.680263,9.781565#1820->Missouri Compromise
false,0.001193,9.781565,9.781565#1820->1820 in Ireland
false,0.000398,9.781565,9.781565#1820->1820 in archaeology
false,0.000398,9.781565,9.781565#1820->1820 in literature
false,0.000795,9.781565,9.781565#1820->1820 in science
false,0.000795,9.745177,9.781565#1820->U.S. presidential election, 1820
false,0.001590,9.781565,9.781565#1820->1820 general election (UK)
false,0.001590,9.781565,9.781565#1820->1820 in poetry
false,0.000398,9.495368,9.781565#1820->United Kingdom general election, 1820
false,0.000398,9.781565,9.781565#1820->1820 in Australia
false,0.000398,9.781565,9.781565#1820->1820 in New Zealand
